PREFIXO: ;E3-003
NOME DO POSTO: ;AGUA BRANCA
MUNICÍPIO: ;SAO PAULO
CURSO D'ÁGUA: ;TIETE,R
LATITUDE: ;23°30'57"
LONGITUDE: ;46°40'51"
 
Obs: valores com --- representam dados inexistentes.
 
Dados de chuva (mm)
 
Mês/Ano;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;Chuva máxima;Chuva total
  08/2003;  0,0;  0,0;  0,0;  0,0;  5,8;  0,0;  0,0;  0,0;  6,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,7;  0,2;  0,2;0,9;0,0;3,0;6,5;18,3
  09/2003;  4,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 12,5;  0,0;  0,0;  0,8;  0,0;  1,3; 10,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,0;  0,0;0,0;0,0;---;12,5;31,3
  10/2003;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  7,6;  0,0; 22,9; 47,5; 13,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,3;  0,0;  0,0;  0,0;  0,0;  0,0;  2,3;5,4;0,5;0,0;47,5;99,9
  11/2003;  0,0;  0,3;  2,1;  0,0;  0,0;  4,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 19,5;  0,0;  0,0; 19,7; 15,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  2,9;  3,5;  2,5;  0,5;0,5;4,8;---;19,7;76,4
  12/2003;  3,5;  2,5;  0,0;  0,5;  4,7; 19,7;  0,0;  0,0;  0,0; 15,7;  0,0;  4,2;  0,0;  0,0;  5,0;  0,0;  1,1;  0,0;  0,0;  0,0; 40,5;  8,3;  2,8; 15,0;  0,0;  0,0;  0,0;  0,0;0,7;0,0;0,0;40,5;124,2
  01/2004;  5,8;  9,3;  0,6;  0,0;  0,0;  0,0; 17,1;  0,0; 21,5;  4,5;  0,0;  0,0;  0,0;  0,0;  0,0;  2,7;  0,0;  0,0;  0,0;  0,0;  0,0; 18,0;  1,1; 15,7;  0,0;  8,5; 18,1; 24,1;1,0;0,0;33,2;33,2;181,2
  02/2004; 41,9;  0,0;  2,4;  3,4;  0,9; 27,0;  9,0;  0,0;  0,0;  0,0;  0,0;  0,0;  8,0;  0,0; 16,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 22,0; 88,5;  7,1;  3,6;  2,9;  0,0;  8,9;0,0;---;---;88,5;241,8
  03/2004;  0,0;  0,0;  0,0;  7,5;  2,0; 11,1; 33,0;  0,0;  0,0;  0,0; 41,5;  0,0;  0,0; 25,2;  7,5;  0,0;  0,0;  0,0;  0,0; 17,7;  7,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;41,5;153,0
  04/2004;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 36,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  6,7; 12,3;  0,0;  0,0;  0,0; 26,7;  0,0; 44,0;  0,0;  0,0;  0,0;  0,3;  0,0;  0,0;0,0;0,0;---;44,0;126,9
  05/2004;  0,0;  0,0;  0,0;  0,0;  3,1;  0,9;  2,2;  6,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  2,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,8;  4,0; 10,0; 16,6;  0,0;  0,0;0,0;0,0;0,0;16,6;48,7
  06/2004;  0,0;  0,0;  2,0;  0,0;  0,0; 12,4;  0,0;  0,0;  0,0;  0,3;  0,0;  7,0;  5,0;  0,0;  0,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,2;  0,5;  0,0;0,0;0,0;---;12,4;27,6
  07/2004;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  7,0; 10,0; 47,2;  0,0;  0,0;  0,0;  0,0;  0,0;  5,5;  0,2;  0,7; 27,7;  0,4;  0,0;  0,8;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;47,2;99,5
  08/2004;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;0,0;0,0
  09/2004;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,4;  0,0;  0,0;  0,0;  6,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;1,0;1,3;---;6,8;9,5
  10/2004;  0,0;  0,0;  6,1; 10,5;  0,0;  0,0;  0,4;  0,0;  0,0;  0,0;  1,9;  2,0;  1,8;  2,0;  1,9;  7,0;  4,0; 10,8; 19,1;  0,8;  0,0;  0,0;  0,0;  3,7;  1,4; 30,5;  0,0;  0,4;0,0;0,0;0,0;30,5;104,3
  11/2004;  1,5;  0,0;  0,0; 25,0;  1,3;  0,0;  0,8;  1,0;  0,0;  0,0;  0,3; 18,6;  0,0;  0,0;  0,0; 37,3; 27,0;  5,6;  0,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 40,0;40,8;0,0;---;40,8;199,7
  12/2004;  0,0;  0,0;  0,0; 16,0;  0,0; 14,1;  1,8;  0,0; 33,2; 14,5;  1,4;  0,0;  0,0;  0,0;  0,0;  0,0;  1,2; 21,5;  0,0;  0,0; 35,6;  0,0; 26,4; 13,6;  0,0;  6,0;  0,0;  7,7;0,0;0,0;0,0;35,6;193,0
  01/2005;  0,0;  0,0;  0,0; 45,0;  0,0;  0,0;  0,0;  0,0;---;---;  6,4;---;---;  0,0;---;---; 52,1;  0,7;---;  5,5; 29,6; 34,7;---;  7,7;---; 58,5;  2,5;  0,0;0,0;2,6;0,0;---;---
  02/2005;  0,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 20,0; 22,0;  0,0;  0,0;  0,0;  0,0;  0,0;  8,2;  0,0;  0,0;  0,0;  0,0;  0,0;  3,5;  0,0; 10,2;  0,0;---;---;---;22,0;64,3
  03/2005;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 30,0; 11,0; 55,0; 23,9;  6,5; 10,1;  9,2;---; 23,5;  1,3;  1,3;---;---;---;---;  6,3;0,0;0,0;13,7;---;---
  04/2005;  0,5;  0,0;  0,0; 27,2;  1,6;  0,0;  0,0;  0,0; 37,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  5,5;  0,0;  0,0;  5,2;  0,0;  1,3;  0,4;  0,0;5,7;11,8;---;37,9;97,1
  05/2005;  0,8;  0,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 23,3;  0,0;  1,0;136,0; 18,8;  0,0;  0,0;0,0;0,0;0,0;136,0;180,2
  06/2005;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 20,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  6,2;0,0;0,0;---;20,4;26,6
  07/2005;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,9;  0,0;  0,0;  8,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;8,0;10,0
  08/2005;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,6; 10,9;0,0;0,0;0,0;10,9;15,1
  09/2005;  0,1; 23,7;  0,0;  0,0; 16,5;  0,7;  4,5;  0,0;  0,0;  0,0;  0,0;  0,0; 12,9;  5,5;  0,8;  0,0;  8,8;  4,1;  3,0;  0,0;  0,0;  0,0;  0,0;  5,7;  4,1;  5,5;  5,1;  0,0;0,0;0,0;---;23,7;101,0
  10/2005;  0,0;  0,0;  9,6;  0,0;  0,0;  0,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 11,5;  0,0;  0,0;  0,0; 26,3;  0,0;  0,0; 35,9;  0,0;  0,0;  0,0;  0,0;  0,8;  0,0;20,0;0,5;10,0;35,9;115,1
  11/2005;  0,0;  0,0;  0,0;  0,0;  4,7;  0,0;  0,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,1;  0,0; 13,8;  0,0;  0,0;  0,0; 61,6;  0,0; 10,7;  0,0;  0,0;0,0;0,0;---;61,6;92,1
  12/2005;  0,0; 63,0;  0,0;  0,0;  0,0;  3,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 67,0; 18,1;  0,0;  7,6;  9,8;  0,0;  0,0; 39,0;  0,0;  0,0;  0,0;0,0;0,0;11,0;67,0;218,9
  01/2006;  0,0;  9,5; 85,8; 51,5; 17,9; 10,8;  0,0;  0,0;  0,0;  0,0;  6,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 31,0;  0,0;  0,0;  0,0;  4,8;  0,0;  4,8; 10,6;  6,8;  0,0;37,0;14,0;8,5;85,8;299,1
  02/2006;  0,0;  0,0;  0,0;  0,0;  0,0; 10,5; 10,6;  0,0; 24,5; 24,0; 39,5;  0,0;  0,0;  0,0;  0,3;  0,0;  0,0;  0,0;  4,7;  0,0;  0,8;  1,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;---;---;---;39,5;116,5
  03/2006;  0,0;  2,8; 38,5; 21,5;  4,5; 30,5;  4,0;  2,2;  1,8;  0,0; 37,7;  3,1;  0,0;  0,0;  0,0;  0,0; 11,2;  0,0;  1,5; 10,5; 41,9;  2,2;  9,7;  0,0;  2,7; 12,8;  1,9;  0,0;66,7;39,6;0,0;66,7;347,3
  04/2006;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 26,5; 11,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,5;  0,0;  0,0;  0,0;  0,0;  2,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;26,5;41,0
  05/2006;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  4,0;  4,5;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;4,5;8,5
  06/2006;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  6,3; 12,3;  0,0;0,0;0,0;---;12,3;18,6
  07/2006;  0,0;  0,0;  0,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 28,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;8,3;4,0;13,5;28,4;54,8
  08/2006;  1,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,2;  0,0;  0,0;  0,0;  0,0;  0,0;  2,4;  0,0;0,0;0,0;0,0;2,4;4,0
  09/2006;  0,0; 46,0;  0,0;  0,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  4,9; 14,0;  0,0;  0,4; 11,4;  0,0;  0,0;  4,6;  0,0;  0,0;  0,0;  0,0;0,0;4,3;---;46,0;86,2
  10/2006;  4,2; 12,1;  0,0;  0,0;  0,0;  0,8;  1,8;  0,0;  0,0;  0,0;  0,0;  0,0;  1,8;  0,3;  0,0;  0,2; 19,3;  0,2; 16,7;  5,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,8;  0,0;0,0;0,0;0,0;19,3;64,1
  11/2006; 12,4; 18,9;  8,5;  0,0;  0,0;  0,0; 18,0;  0,0;  0,0;  3,1;  0,0;  0,0;  1,6;  0,0;  0,0;  0,4;  0,0;  0,0;  4,7; 28,4;  0,0;  0,0;  0,0;  0,0; 38,7; 65,2; 27,7; 43,2;0,0;10,3;---;65,2;281,1
  12/2006;  0,0;  0,0;  0,0;  0,0; 33,3; 12,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  8,3;  4,2; 12,8;  0,0;  8,1; 30,5; 10,0;  6,8;  3,7;  6,5;0,0;3,7;16,9;33,3;157,1
  01/2007; 39,0;  0,5;  4,3; 26,6; 25,6;  0,3;  1,5; 14,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 10,6;  2,9;  0,0;  2,5; 13,6;  0,0;  0,0;  0,0;  0,7;  0,0;  0,0;12,5;7,7;0,0;39,0;162,5
  02/2007;  0,0;  0,0;  0,0;  0,0;  0,0; 26,9;  0,0; 36,4; 29,5;  8,0;  0,0;  6,4;  0,0;  0,0;  0,0;  0,0;  5,6;  0,0; 13,7; 49,0;  0,0;  0,0;  0,0;  0,0;  0,0; 59,1;  5,3;  5,7;---;---;---;59,1;245,6
  03/2007;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  5,5;  0,0;  0,0;  2,3;  0,0;  0,0; 46,2;  0,0; 76,1;  7,2; 11,1;  1,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;76,1;149,8
  04/2007; 19,6;  0,0;  0,0;  2,5;  0,0;  0,0;  0,0; 21,0;  0,0; 11,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  8,8;  0,0;  0,0;  1,8;  0,6;0,0;0,0;---;21,0;65,5
  05/2007;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  9,6;  0,7;  0,0;  0,0;  0,0;  0,0;  6,1;  0,0;  0,0;  0,0;  0,0;  8,7;  0,0;  0,0; 17,5;  7,6;  0,0;  0,0;  0,0;  0,0;0,7;0,0;0,0;17,5;50,9
  06/2007;  0,0;  3,0; 17,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  2,5;0,8;0,0;---;17,3;23,6
  07/2007;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 15,3; 21,1; 15,2;  1,9;  0,0;  0,0;  0,0;  0,0; 43,1; 46,0;  4,3;  0,0;  0,0;0,3;0,0;0,0;46,0;147,2
  08/2007;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;0,0;0,0
  09/2007;  0,0;  0,0;  2,0;  1,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,2;  0,0;  0,0;  0,0;0,3;0,0;---;2,0;5,0
  10/2007;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,3;  0,0;  0,1;  0,0;  0,1;  0,4;  0,0;  6,3;  0,4;  0,3; 36,2;  7,2;  8,0; 28,2;0,0;3,1;0,0;36,2;91,6
  11/2007;  0,1;  8,4; 10,2; 17,8; 13,4;  0,0;  0,3;  2,0; 27,2;  0,4;  6,7;  0,0;  0,9;  0,0; 34,6;  8,3;  0,0;  0,0;  0,0; 14,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 18,4;  0,0;0,0;0,0;---;34,6;163,3
  12/2007;  0,0;  0,0;  0,0;  0,0;  7,6;  4,9; 50,0;  5,5;  0,0;  0,0;  0,1;  4,3; 15,6; 10,4;  0,0;  0,0;  0,0;  0,0;  0,9; 54,5; 19,9;  0,0;  0,0;  3,1;  0,0;  3,2;  0,0;  0,0;0,0;0,0;0,0;54,5;180,0
  01/2008;  0,0;  2,0; 20,3;  0,0;  0,0;  4,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 46,7;  1,5; 46,8; 13,9;  0,0; 10,6; 25,0; 27,3; 32,3;  2,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;15,9;51,0;0,0;51,0;299,4
  02/2008;  0,0;  0,0;  0,0;  7,0;  0,0;  0,0;  0,6;  9,3;  0,0;  0,0;  8,6;  0,0; 31,3;  0,0;  3,0;  0,0;  2,3; 44,1;  4,9;  2,8; 23,9;  0,4;  0,0;  3,0; 37,0;  0,0;  0,0;  0,0;0,0;---;---;44,1;178,2
  03/2008;  2,9;  3,0;  1,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 37,0;  2,5; 31,3; 34,0;  0,5;  3,3; 13,0; 17,5;  0,0;  0,0;  0,0;  0,0;  4,8;  0,0;  0,0;  0,0;  0,0;  6,7;0,0;0,2;0,0;37,0;158,4
  04/2008;  0,0;  0,0;  0,0; 24,8;  0,0;  0,0; 11,0;  0,0; 17,0;  0,8;  2,7;  0,0;  0,0; 15,3; 10,7;  0,0;  0,0;  0,0;  0,0;  2,3;  2,8;  1,7;  8,5;  0,2;  0,0;  0,0;  0,0;  0,0;0,0;20,0;---;24,8;117,8
  05/2008;  0,0;  4,1; 59,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;6,0;0,5;59,2;69,8
  06/2008; 18,5;  0,3;  0,0; 26,2;  0,0;  0,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 11,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,2;  3,3;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;26,2;59,9
  07/2008;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;0,0;0,0
  08/2008;  0,0;  0,0; 10,0;  3,1;  0,0;  3,4;  0,0; 30,4; 18,0;  4,1;  0,0;  0,0;  0,0;  0,7;  2,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,7;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,7;0,0;30,4;73,2
  09/2008;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,3;  6,7;  0,2;  0,4;  0,0;  0,0;  0,0; 12,3;  0,0;  0,0;  0,1;  0,0;  0,0;  0,0;  9,5;  4,1;  0,0;  0,3;  0,0;  0,6;  0,0;  0,0;0,0;0,0;---;12,3;34,5
  10/2008;  0,0; 42,0;  0,0;  0,0; 21,8;  1,0; 12,8;  0,0;  0,0;  0,0;  0,0;  2,3;  0,0;  0,0;  0,0;  0,0;  0,1;  0,0; 12,8; 24,3;  0,0;  5,7;  0,0;  1,6;  0,0;  0,0;  0,0;  0,0;0,0;19,8;0,6;42,0;144,8
  11/2008;  0,0;  0,0;  2,3;  0,0;  0,0;  0,0; 11,5; 16,2;  0,0;  0,0;  0,3;  0,0; 20,5;  3,2;  0,0;  0,0;  0,2; 23,5;  1,1;  0,0;  0,0;  0,0; 11,0; 33,7;  6,1;  0,0;  0,0;  0,0;0,0;0,0;---;33,7;129,6
  12/2008;  0,0;  2,1; 17,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 24,6; 14,2;  0,0;  0,0;  0,0;  0,0;  9,3;  7,2;  0,0;  0,0;  0,0; 18,5; 10,7;  0,0;  0,8;  0,0; 15,5;  0,0;0,0;0,0;0,0;24,6;120,0
  01/2009;  2,8;  3,8; 18,3;  2,9;  0,0;  1,2;  0,0;  0,0;  0,0;  1,4;  4,0;  1,0;  0,0; 33,3; 32,2;  0,0;  7,2;  8,8;  0,0;  0,0;  2,7;  0,3;  0,0;  0,0;  0,0; 36,0;  0,2; 47,5;2,0;1,1;38,9;47,5;245,6
  02/2009;  0,0;  0,0; 21,6;  0,0; 14,5;  3,5;  0,0; 66,0;  4,4;  5,0;  0,4;  6,9;  4,9;  1,7;  9,9; 40,9;  0,0;  0,0;  0,0;  0,0;  0,0;  1,3;  4,5; 40,0;  2,5;  8,7;  3,2;  0,0;---;---;---;66,0;239,9
  03/2009;  0,0;  0,0;  0,0;  0,7;  0,0;  0,0;  3,3;  0,0;  4,7;  0,0;  8,3;  7,9;  9,5;  0,0;  0,0;  0,0;  0,0; 37,8;  6,9;  0,0;  1,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;10,0;0,0;0,0;37,8;90,3
  04/2009;  0,0;  0,0;  0,0;  0,0;  0,0;  6,1;  3,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 20,5;  0,0;  1,3;  0,0;  0,0;  0,0;  0,0;  4,4;  0,0;  0,0;  0,0;  0,0;  6,1;  0,0;  0,6;0,0;0,0;---;20,5;42,5
  05/2009;  0,0;  0,0;  0,0;  0,0;  1,7;  0,0;  0,0;  0,0;  0,0;  5,6;  4,4;  0,0;  0,0;  0,0;  4,3;  6,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  4,3;  9,9;  6,6;7,3;0,0;0,0;9,9;50,9
  06/2009;  6,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 20,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 13,5;  0,0;  3,7;0,0;0,0;---;20,7;44,2
  07/2009;  0,0;  0,0;  8,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 20,0;  7,8;  0,0;  0,0;  0,4;  0,0;  0,0;  0,0;  3,5;  0,2;  0,0;  0,0;  0,0;  2,1;  3,5;  3,4;  0,8;  0,0;4,1;16,7;0,1;20,0;71,2
  08/2009;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,5;  0,9;  0,0;  0,0;  0,0;  0,0;  0,0;  8,3; 10,0;  0,5; 20,7;  0,0;  0,0;  5,1;  2,8;  0,0;  0,0;  0,0;0,0;0,0;0,0;20,7;48,8
  09/2009;  0,0;  0,0;  0,0;  4,6;  0,0;  0,0; 30,5;  8,6;  0,0;  0,0;  0,0;  0,0;  0,0;  2,9;  7,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  2,2;  2,2;  4,4;  6,6;  0,0;  0,0;  3,4;3,7;9,8;---;30,5;86,3
  10/2009;  0,0;  0,0;  0,0;  0,1;  0,0;  0,0; 11,6;  5,7;  9,6;  0,0;  0,0; 11,5;  0,0;  0,0;  0,0; 19,1; 28,5;  2,0;  5,1; 21,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 34,7;  3,6;0,7;0,0;0,0;34,7;153,7
  11/2009;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,3; 21,2;  0,2;  0,3;  0,0;  0,0;  0,0; 30,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 18,0; 48,5; 28,1;  0,4;  0,0;  0,9;  4,0;10,1;11,3;---;48,5;176,7
  12/2009;  0,0;  4,3;  5,1; 34,3;  0,0;  1,0;  2,1; 86,3; 20,0;  0,0;  0,0;  5,0;  7,0; 20,0;  0,0;  0,0; 21,0; 44,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  9,0;  0,0; 66,0;22,5;9,5;0,0;86,3;357,8
  01/2010; 21,3;  9,0; 11,1;  9,8; 20,3; 50,6;  6,2;  0,5;  0,0; 20,0; 40,3;  0,0;  0,0;  0,0;  7,7;---;---;---;---;---;---;---;  0,2;  4,5; 13,3; 28,5; 58,5;---;---;---;---;---;---
  02/2010;  0,0; 19,0; 10,0; 19,0;  7,0;  9,0;  5,0;  0,0;  0,0;  0,0;  7,7;  5,0;  0,0;  0,0;  0,0;  0,0;  0,0; 81,0;  0,0;  0,0;  0,0;  0,0; 14,7;  0,3; 28,5;  0,0;  9,0;  3,0;---;---;---;81,0;218,2
  03/2010; 22,0;  8,2;  0,4;  0,3;  0,0;  0,0;  0,0; 43,0;  0,0;  0,0;  0,0;  0,0;  0,0;  4,0; 30,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,4;  1,2;  0,0; 31,0;  0,0;  0,0;  0,0;8,2;30,1;0,0;43,0;179,8
  04/2010;  0,0;  0,0;  0,0;  0,0; 35,5;  6,1; 21,3;  4,3; 11,0;  0,0;  0,0;  1,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;---;---;---;---;---;---;---;---;---;---
  05/2010;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  6,0;  0,0;  0,0; 37,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,6; 19,3;  0,0;  0,0;  0,0;  1,0;  0,0;  0,0;  0,4;  0,0;0,0;0,4;0,1;37,0;65,8
  06/2010;  1,0;  0,0;  0,0;  0,0;  0,0;  0,0;  8,7;  0,0;  0,0;  0,0;  0,3;  0,0;  0,0;  0,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,2;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;8,7;11,6
  07/2010;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,3; 35,0; 24,5; 28,0;  0,0;  0,0;  0,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;35,0;89,2
